name_a,name_b,identity,len_a,len_b
7FRD_single_001_density_input.pdb,2acfD00_7_reres.pdb,0.548,167,179
7FRD_single_001_density_input.pdb,2acfD00_16.pdb,0.56,167,179
7FRD_single_001_density_input.pdb,2acfD00_16_reres.pdb,0.56,167,179
7FRD_single_001_density_input.pdb,2acfD00_25.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_25_reres.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_29.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_29_reres.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_23.pdb,0.554,167,179
7FRD_single_001_density_input.pdb,2acfD00_23_reres.pdb,0.554,167,179
7FRD_single_001_density_input.pdb,2acfD00_12.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_12_reres.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_28.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_28_reres.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_3.pdb,0.545,167,179
7FRD_single_001_density_input.pdb,2acfD00_3_reres.pdb,0.545,167,179
7FRD_single_001_density_input.pdb,2acfD00_4.pdb,0.524,167,179
7FRD_single_001_density_input.pdb,2acfD00_4_reres.pdb,0.524,167,179
7FRD_single_001_density_input.pdb,2acfD00_1_reres.pdb,0.524,167,179
7FRD_single_001_density_input.pdb,2acfD00_21.pdb,0.524,167,179
7FRD_single_001_density_input.pdb,2acfD00_21_reres.pdb,0.524,167,179
7FRD_single_001_density_input.pdb,2acfD00_1.pdb,0.524,167,179
7FRD_single_001_density_input.pdb,2acfD00_0.pdb,0.515,167,179
7FRD_single_001_density_input.pdb,2acfD00_0_reres.pdb,0.515,167,179
7FRD_single_001_density_input.pdb,2acfD00_31.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_31_reres.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_15.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_15_reres.pdb,0.53,167,179
7FRD_single_001_density_input.pdb,2acfD00_22.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_22_reres.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_11.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_11_reres.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_14.pdb,0.518,167,179
7FRD_single_001_density_input.pdb,2acfD00_14_reres.pdb,0.518,167,179
7FRD_single_001_density_input.pdb,2acfD00_18.pdb,0.496,167,179
7FRD_single_001_density_input.pdb,2acfD00_18_reres.pdb,0.496,167,179
7FRD_single_001_density_input.pdb,2acfD00_20.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_20_reres.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_24.pdb,0.518,167,179
7FRD_single_001_density_input.pdb,2acfD00_24_reres.pdb,0.518,167,179
7FRD_single_001_density_input.pdb,2acfD00_10.pdb,0.5,167,179
7FRD_single_001_density_input.pdb,2acfD00_10_reres.pdb,0.5,167,179
7FRD_single_001_density_input.pdb,2acfD00_13.pdb,0.5,167,179
7FRD_single_001_density_input.pdb,2acfD00_13_reres.pdb,0.5,167,179
7FRD_single_001_density_input.pdb,2acfD00_5.pdb,0.506,167,179
7FRD_single_001_density_input.pdb,2acfD00_5_reres.pdb,0.506,167,179
7FRD_single_001_density_input.pdb,2acfD00_9.pdb,0.506,167,179
7FRD_single_001_density_input.pdb,2acfD00_9_reres.pdb,0.506,167,179
7FRD_single_001_density_input.pdb,2acfD00_8.pdb,0.5,167,179
7FRD_single_001_density_input.pdb,2acfD00_8_reres.pdb,0.5,167,179
7FRD_single_001_density_input.pdb,2acfD00_27.pdb,0.518,167,179
7FRD_single_001_density_input.pdb,2acfD00_27_reres.pdb,0.518,167,179
7FRD_single_001_density_input.pdb,2acfD00_19.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_19_reres.pdb,0.512,167,179
7FRD_single_001_density_input.pdb,2acfD00_6.pdb,0.481,167,179
7FRD_single_001_density_input.pdb,2acfD00_6_reres.pdb,0.481,167,179
7FRD_single_001_density_input.pdb,2acfD00_30.pdb,0.493,167,179
7FRD_single_001_density_input.pdb,2acfD00_30_reres.pdb,0.493,167,179
7FRD_single_001_density_input.pdb,2acfD00_17.pdb,0.472,167,179
7FRD_single_001_density_input.pdb,2acfD00_17_reres.pdb,0.472,167,179
7FRD_single_001_density_input.pdb,2acfD00_26.pdb,0.445,167,179
7FRD_single_001_density_input.pdb,2acfD00_26_reres.pdb,0.445,167,179
7FRD_single_001_density_input.pdb,3ejgA00_12.pdb,0.333,167,165
7FRD_single_001_density_input.pdb,3ejgA00_13.pdb,0.337,167,165
7FRD_single_001_density_input.pdb,3ejgA00_4.pdb,0.343,167,165
7FRD_single_001_density_input.pdb,3ejgA00_21.pdb,0.335,167,165
7FRD_single_001_density_input.pdb,3ejgA00_6.pdb,0.33,167,165
7FRD_single_001_density_input.pdb,3ejgA00_20.pdb,0.291,167,165
7FRD_single_001_density_input.pdb,3ejgA00_24.pdb,0.33,167,165
7FRD_single_001_density_input.pdb,3ejgA00_29.pdb,0.33,167,165
7FRD_single_001_density_input.pdb,3ejgA00_8.pdb,0.291,167,165
7FRD_single_001_density_input.pdb,3ejgA00_31.pdb,0.305,167,165
7FRD_single_001_density_input.pdb,3ejgA00_7.pdb,0.321,167,165
7FRD_single_001_density_input.pdb,3ejgA00_15.pdb,0.3,167,165
7FRD_single_001_density_input.pdb,3ejgA00_17.pdb,0.327,167,165
7FRD_single_001_density_input.pdb,3ejgA00_10.pdb,0.299,167,165
7FRD_single_001_density_input.pdb,3ejgA00_3.pdb,0.323,167,165
7FRD_single_001_density_input.pdb,4d86A01_17.pdb,0.28,167,188
7FRD_single_001_density_input.pdb,3ejgA00_23.pdb,0.308,167,165
7FRD_single_001_density_input.pdb,3ejgA00_2.pdb,0.308,167,165
7FRD_single_001_density_input.pdb,3ejgA00_28.pdb,0.333,167,165
7FRD_single_001_density_input.pdb,4d86A01_25.pdb,0.352,167,188
5SOP_single_001_density_input.pdb,2acfD00_2_reres.pdb,0.56,167,179
5SOP_single_001_density_input.pdb,2acfD00_2.pdb,0.56,167,179
5SOP_single_001_density_input.pdb,2acfD00_7.pdb,0.548,167,179
5SOP_single_001_density_input.pdb,2acfD00_7_reres.pdb,0.548,167,179
5SOP_single_001_density_input.pdb,2acfD00_16.pdb,0.56,167,179
5SOP_single_001_density_input.pdb,2acfD00_16_reres.pdb,0.56,167,179
5SOP_single_001_density_input.pdb,2acfD00_25.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_25_reres.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_29.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_29_reres.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_23.pdb,0.554,167,179
5SOP_single_001_density_input.pdb,2acfD00_23_reres.pdb,0.554,167,179
5SOP_single_001_density_input.pdb,2acfD00_12.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_12_reres.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_28.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_28_reres.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_3.pdb,0.545,167,179
5SOP_single_001_density_input.pdb,2acfD00_3_reres.pdb,0.545,167,179
5SOP_single_001_density_input.pdb,2acfD00_4.pdb,0.524,167,179
5SOP_single_001_density_input.pdb,2acfD00_4_reres.pdb,0.524,167,179
5SOP_single_001_density_input.pdb,2acfD00_1_reres.pdb,0.524,167,179
5SOP_single_001_density_input.pdb,2acfD00_21.pdb,0.524,167,179
5SOP_single_001_density_input.pdb,2acfD00_21_reres.pdb,0.524,167,179
5SOP_single_001_density_input.pdb,2acfD00_1.pdb,0.524,167,179
5SOP_single_001_density_input.pdb,2acfD00_0.pdb,0.515,167,179
5SOP_single_001_density_input.pdb,2acfD00_0_reres.pdb,0.515,167,179
5SOP_single_001_density_input.pdb,2acfD00_31.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_31_reres.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_15.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_15_reres.pdb,0.53,167,179
5SOP_single_001_density_input.pdb,2acfD00_22.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_22_reres.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_11.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_11_reres.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_14.pdb,0.518,167,179
5SOP_single_001_density_input.pdb,2acfD00_14_reres.pdb,0.518,167,179
5SOP_single_001_density_input.pdb,2acfD00_18.pdb,0.496,167,179
5SOP_single_001_density_input.pdb,2acfD00_18_reres.pdb,0.496,167,179
5SOP_single_001_density_input.pdb,2acfD00_20.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_20_reres.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_24.pdb,0.518,167,179
5SOP_single_001_density_input.pdb,2acfD00_24_reres.pdb,0.518,167,179
5SOP_single_001_density_input.pdb,2acfD00_10.pdb,0.5,167,179
5SOP_single_001_density_input.pdb,2acfD00_10_reres.pdb,0.5,167,179
5SOP_single_001_density_input.pdb,2acfD00_13.pdb,0.5,167,179
5SOP_single_001_density_input.pdb,2acfD00_13_reres.pdb,0.5,167,179
5SOP_single_001_density_input.pdb,2acfD00_5.pdb,0.506,167,179
5SOP_single_001_density_input.pdb,2acfD00_5_reres.pdb,0.506,167,179
5SOP_single_001_density_input.pdb,2acfD00_9.pdb,0.506,167,179
5SOP_single_001_density_input.pdb,2acfD00_9_reres.pdb,0.506,167,179
5SOP_single_001_density_input.pdb,2acfD00_8.pdb,0.5,167,179
5SOP_single_001_density_input.pdb,2acfD00_8_reres.pdb,0.5,167,179
5SOP_single_001_density_input.pdb,2acfD00_27.pdb,0.518,167,179
5SOP_single_001_density_input.pdb,2acfD00_27_reres.pdb,0.518,167,179
5SOP_single_001_density_input.pdb,2acfD00_19.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_19_reres.pdb,0.512,167,179
5SOP_single_001_density_input.pdb,2acfD00_6.pdb,0.481,167,179
5SOP_single_001_density_input.pdb,2acfD00_6_reres.pdb,0.481,167,179
5SOP_single_001_density_input.pdb,2acfD00_30.pdb,0.493,167,179
5SOP_single_001_density_input.pdb,2acfD00_30_reres.pdb,0.493,167,179
5SOP_single_001_density_input.pdb,2acfD00_17.pdb,0.472,167,179
5SOP_single_001_density_input.pdb,2acfD00_17_reres.pdb,0.472,167,179
5SOP_single_001_density_input.pdb,2acfD00_26.pdb,0.445,167,179
5SOP_single_001_density_input.pdb,2acfD00_26_reres.pdb,0.445,167,179
5SOP_single_001_density_input.pdb,3ejgA00_12.pdb,0.333,167,165
5SOP_single_001_density_input.pdb,3ejgA00_13.pdb,0.337,167,165
5SOP_single_001_density_input.pdb,3ejgA00_4.pdb,0.343,167,165
5SOP_single_001_density_input.pdb,3ejgA00_21.pdb,0.335,167,165
5SOP_single_001_density_input.pdb,3ejgA00_6.pdb,0.33,167,165
5SOP_single_001_density_input.pdb,3ejgA00_20.pdb,0.291,167,165
5SOP_single_001_density_input.pdb,3ejgA00_24.pdb,0.33,167,165
5SOP_single_001_density_input.pdb,3ejgA00_29.pdb,0.33,167,165
5SOP_single_001_density_input.pdb,3ejgA00_8.pdb,0.291,167,165
5SOP_single_001_density_input.pdb,3ejgA00_31.pdb,0.305,167,165
5SOP_single_001_density_input.pdb,3ejgA00_7.pdb,0.321,167,165
5SOP_single_001_density_input.pdb,3ejgA00_15.pdb,0.3,167,165
5SOP_single_001_density_input.pdb,3ejgA00_17.pdb,0.327,167,165
5SOP_single_001_density_input.pdb,3ejgA00_10.pdb,0.299,167,165
5SOP_single_001_density_input.pdb,3ejgA00_3.pdb,0.323,167,165
5SOP_single_001_density_input.pdb,4d86A01_17.pdb,0.28,167,188
5SOP_single_001_density_input.pdb,3ejgA00_23.pdb,0.308,167,165
5SOP_single_001_density_input.pdb,3ejgA00_2.pdb,0.308,167,165
5SOP_single_001_density_input.pdb,3ejgA00_28.pdb,0.333,167,165
5SOP_single_001_density_input.pdb,4d86A01_25.pdb,0.352,167,188
8VQ1_single_001_density_input.pdb,3ewnA00_3.pdb,0.421,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_0.pdb,0.437,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_7.pdb,0.433,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_25.pdb,0.446,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_22.pdb,0.443,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_15.pdb,0.465,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_24.pdb,0.416,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_19.pdb,0.433,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_4.pdb,0.443,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_8.pdb,0.412,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_5.pdb,0.443,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_17.pdb,0.424,226,228
8VQ1_single_001_density_input.pdb,3mgkB_28.pdb,0.344,226,201
8VQ1_single_001_density_input.pdb,3mgkB_28_reres.pdb,0.344,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_18.pdb,0.443,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_31.pdb,0.401,226,228
8VQ1_single_001_density_input.pdb,3mgkB_29.pdb,0.35,226,201
8VQ1_single_001_density_input.pdb,3mgkB_29_reres.pdb,0.35,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_30.pdb,0.411,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_6.pdb,0.421,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_13.pdb,0.417,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_21.pdb,0.407,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_10.pdb,0.406,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_28.pdb,0.408,226,228
8VQ1_single_001_density_input.pdb,3mgkB_13.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_13_reres.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_7.pdb,0.344,226,201
8VQ1_single_001_density_input.pdb,3mgkB_7_reres.pdb,0.344,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_23.pdb,0.403,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_1.pdb,0.417,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_26.pdb,0.415,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_27.pdb,0.409,226,228
8VQ1_single_001_density_input.pdb,3mgkB_17.pdb,0.338,226,201
8VQ1_single_001_density_input.pdb,3mgkB_17_reres.pdb,0.338,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_16.pdb,0.417,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_9.pdb,0.395,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_11.pdb,0.409,226,228
8VQ1_single_001_density_input.pdb,3mgkB_15.pdb,0.338,226,201
8VQ1_single_001_density_input.pdb,3mgkB_15_reres.pdb,0.338,226,201
8VQ1_single_001_density_input.pdb,3mgkB_6.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_6_reres.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_20.pdb,0.436,226,228
8VQ1_single_001_density_input.pdb,3mgkB_18.pdb,0.344,226,201
8VQ1_single_001_density_input.pdb,3mgkB_18_reres.pdb,0.344,226,201
8VQ1_single_001_density_input.pdb,3mgkB_14.pdb,0.338,226,201
8VQ1_single_001_density_input.pdb,3mgkB_14_reres.pdb,0.338,226,201
8VQ1_single_001_density_input.pdb,3mgkB_20.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_20_reres.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_2_reres.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_2.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_9.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_9_reres.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_30.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3mgkB_30_reres.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3mgkB_25.pdb,0.322,226,201
8VQ1_single_001_density_input.pdb,3mgkB_25_reres.pdb,0.322,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_29.pdb,0.384,226,228
8VQ1_single_001_density_input.pdb,3mgkB_26_reres.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3mgkB_26.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_12.pdb,0.408,226,228
8VQ1_single_001_density_input.pdb,3mgkB_4.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_4_reres.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_5.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_5_reres.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_22.pdb,0.322,226,201
8VQ1_single_001_density_input.pdb,3mgkB_22_reres.pdb,0.322,226,201
8VQ1_single_001_density_input.pdb,3mgkB_0.pdb,0.349,226,201
8VQ1_single_001_density_input.pdb,3mgkB_0_reres.pdb,0.349,226,201
8VQ1_single_001_density_input.pdb,3mgkB_31.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_31_reres.pdb,0.333,226,201
8VQ1_single_001_density_input.pdb,3mgkB_21.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3mgkB_21_reres.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3ewnA00_2.pdb,0.367,226,228
8VQ1_single_001_density_input.pdb,3ewnA00_14.pdb,0.419,226,228
8VQ1_single_001_density_input.pdb,3mgkB_1_reres.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_1.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_24.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_24_reres.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_23.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3mgkB_23_reres.pdb,0.316,226,201
8VQ1_single_001_density_input.pdb,3mgkB_12.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_12_reres.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_11_reres.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_11.pdb,0.327,226,201
8VQ1_single_001_density_input.pdb,3mgkB_27.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_27_reres.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_16.pdb,0.312,226,201
8VQ1_single_001_density_input.pdb,3mgkB_16_reres.pdb,0.312,226,201
8VQ1_single_001_density_input.pdb,3mgkB_8.pdb,0.305,226,201
8VQ1_single_001_density_input.pdb,3mgkB_8_reres.pdb,0.305,226,201
8VQ1_single_001_density_input.pdb,3mgkB_3.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_3_reres.pdb,0.311,226,201
8VQ1_single_001_density_input.pdb,3mgkB_10.pdb,0.295,226,201
8VQ1_single_001_density_input.pdb,3mgkB_10_reres.pdb,0.295,226,201
8VQ1_single_001_density_input.pdb,3mgkB_19.pdb,0.301,226,201
8VQ1_single_001_density_input.pdb,3mgkB_19_reres.pdb,0.301,226,201
8VQ1_single_001_density_input.pdb,4k2hD00_21.pdb,0.343,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_21_reres.pdb,0.343,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_5.pdb,0.333,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_5_reres.pdb,0.333,226,186
8VQ1_single_001_density_input.pdb,3cyfA00_28.pdb,0.325,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_15.pdb,0.375,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_15_reres.pdb,0.375,226,186
8VQ1_single_001_density_input.pdb,4y1eA_15.pdb,0.4,226,171
8VQ1_single_001_density_input.pdb,3fseA01_31.pdb,0.335,226,190
8VQ1_single_001_density_input.pdb,4y1eA_25.pdb,0.373,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_15.pdb,0.298,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_20.pdb,0.35,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_0.pdb,0.387,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_0_reres.pdb,0.387,226,186
8VQ1_single_001_density_input.pdb,3uk7A01_30.pdb,0.382,226,187
8VQ1_single_001_density_input.pdb,3fseA01_20.pdb,0.328,226,190
8VQ1_single_001_density_input.pdb,3cyfA00_31.pdb,0.368,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_27.pdb,0.337,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_27_reres.pdb,0.337,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_29.pdb,0.343,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_29_reres.pdb,0.343,226,186
8VQ1_single_001_density_input.pdb,3cyfA00_30.pdb,0.308,226,185
8VQ1_single_001_density_input.pdb,3uk7A01_28.pdb,0.366,226,187
8VQ1_single_001_density_input.pdb,3uk7A01_5.pdb,0.423,226,187
8VQ1_single_001_density_input.pdb,4k2hD00_11_reres.pdb,0.317,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_1_reres.pdb,0.378,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_1.pdb,0.378,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_11.pdb,0.317,226,186
8VQ1_single_001_density_input.pdb,3uk7A01_14.pdb,0.346,226,187
8VQ1_single_001_density_input.pdb,4y1eA_17.pdb,0.324,226,171
8VQ1_single_001_density_input.pdb,4y1eA_18.pdb,0.373,226,171
8VQ1_single_001_density_input.pdb,4y1eA_23.pdb,0.311,226,171
8VQ1_single_001_density_input.pdb,3uk7A01_16.pdb,0.348,226,187
8VQ1_single_001_density_input.pdb,3fseA01_17.pdb,0.322,226,190
8VQ1_single_001_density_input.pdb,3fseA01_9.pdb,0.348,226,190
8VQ1_single_001_density_input.pdb,4hcjA00_11.pdb,0.341,226,169
8VQ1_single_001_density_input.pdb,4y1eA_30.pdb,0.357,226,171
8VQ1_single_001_density_input.pdb,4k2hD00_23.pdb,0.382,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_23_reres.pdb,0.382,226,186
8VQ1_single_001_density_input.pdb,4y1eA_14.pdb,0.313,226,171
8VQ1_single_001_density_input.pdb,4k2hD00_14.pdb,0.319,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_14_reres.pdb,0.319,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_16.pdb,0.367,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_16_reres.pdb,0.367,226,186
8VQ1_single_001_density_input.pdb,3fseA01_14.pdb,0.328,226,190
8VQ1_single_001_density_input.pdb,3cyfA00_0.pdb,0.325,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_28.pdb,0.319,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_28_reres.pdb,0.319,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_8.pdb,0.329,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_8_reres.pdb,0.329,226,186
8VQ1_single_001_density_input.pdb,3uk7A01_21.pdb,0.384,226,187
8VQ1_single_001_density_input.pdb,3fseA01_2.pdb,0.357,226,190
8VQ1_single_001_density_input.pdb,4hcjA00_13.pdb,0.384,226,169
8VQ1_single_001_density_input.pdb,4y1eA_8.pdb,0.365,226,171
8VQ1_single_001_density_input.pdb,4y1eA_0.pdb,0.311,226,171
8VQ1_single_001_density_input.pdb,4k2hD00_13.pdb,0.333,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_13_reres.pdb,0.333,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_4.pdb,0.307,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_4_reres.pdb,0.307,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_7.pdb,0.375,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_7_reres.pdb,0.375,226,186
8VQ1_single_001_density_input.pdb,4y1eA_20.pdb,0.307,226,171
8VQ1_single_001_density_input.pdb,4y1eA_10.pdb,0.349,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_27.pdb,0.308,226,185
8VQ1_single_001_density_input.pdb,4k2hD00_30.pdb,0.298,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_30_reres.pdb,0.298,226,186
8VQ1_single_001_density_input.pdb,4y1eA_12.pdb,0.311,226,171
8VQ1_single_001_density_input.pdb,4xllA00_16.pdb,0.337,226,183
8VQ1_single_001_density_input.pdb,3uk7A01_1.pdb,0.368,226,187
8VQ1_single_001_density_input.pdb,3cyfA00_26.pdb,0.342,226,185
8VQ1_single_001_density_input.pdb,4hcjA00_20.pdb,0.361,226,169
8VQ1_single_001_density_input.pdb,4k2hD00_20.pdb,0.377,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_20_reres.pdb,0.377,226,186
8VQ1_single_001_density_input.pdb,3uk7A01_2.pdb,0.396,226,187
8VQ1_single_001_density_input.pdb,3fseA01_15.pdb,0.333,226,190
8VQ1_single_001_density_input.pdb,4y1eA_19.pdb,0.369,226,171
8VQ1_single_001_density_input.pdb,4y1eA_2.pdb,0.333,226,171
8VQ1_single_001_density_input.pdb,3cyfA00_18.pdb,0.308,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_5.pdb,0.34,226,185
8VQ1_single_001_density_input.pdb,3uk7A01_10.pdb,0.387,226,187
8VQ1_single_001_density_input.pdb,3fseA01_19.pdb,0.315,226,190
8VQ1_single_001_density_input.pdb,4y1eA_24.pdb,0.305,226,171
8VQ1_single_001_density_input.pdb,3fseA01_10.pdb,0.335,226,190
8VQ1_single_001_density_input.pdb,3cyfA00_3.pdb,0.342,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_11.pdb,0.342,226,185
8VQ1_single_001_density_input.pdb,3cyfA00_13.pdb,0.308,226,185
8VQ1_single_001_density_input.pdb,3fseA01_29.pdb,0.328,226,190
8VQ1_single_001_density_input.pdb,4hcjA00_26.pdb,0.36,226,169
8VQ1_single_001_density_input.pdb,4hcjA00_10.pdb,0.333,226,169
8VQ1_single_001_density_input.pdb,4y1eA_4.pdb,0.35,226,171
8VQ1_single_001_density_input.pdb,4xllA00_23.pdb,0.337,226,183
8VQ1_single_001_density_input.pdb,4y1eA_3.pdb,0.359,226,171
8VQ1_single_001_density_input.pdb,4k2hD00_10.pdb,0.333,226,186
8VQ1_single_001_density_input.pdb,4k2hD00_10_reres.pdb,0.333,226,186
8VQ1_single_001_density_input.pdb,3fseA01_13.pdb,0.311,226,190
8VQ1_single_001_density_input.pdb,4hcjA00_0.pdb,0.333,226,169
8VQ1_single_001_density_input.pdb,4y1eA_26.pdb,0.325,226,171
8VQ1_single_001_density_input.pdb,4xllA00_14.pdb,0.298,226,183
